title,code,stars,genre,director,actor,writer,highest_percentages,highest_age
끝까지간다,109778,9.01,범죄,김성훈,이선균,김성훈각본,59,20
고스트메신저극장판,120076,9.01,애니메이션,구봉회,은정,None,57,20
말하는건축가,88793,9.01,다큐멘터리,정재은,정기용,장원석공동제작,50,10
명탐정코난:칠흑의추적자,52504,9.01,애니메이션,야마모토야스이치로,타카야마미나미,코우치카즈나리각본,0,0
베테랑,115977,9.01,액션,류승완,황정민,류승완각본,48,20
드래곤볼슈퍼:슈퍼히어로,217038,9.01,애니메이션,코다마테츠로,노자와마사코,None,45,30
루카,202903,9.01,애니메이션,엔리코카사로사,제이콥트렘블레이,제시앤드류스각본,39,30
룸,130989,9.01,드라마,레니에이브러햄슨,브리라슨,엠마도노휴각본,51,20
선생김봉두,36727,9.01,코미디,장규성,차승원,장규성각본,0,0
마녀배달부키키,18050,9.01,애니메이션,미야자키하야오,타카야마미나미,미야자키하야오각본,46,20
홈,168693,9.01,드라마,김종우,이효제,김종우각본,35,30
어거스트러쉬,66158,9.0,드라마,커스틴쉐리단,프레디하이모어,닉캐슬각본,43,20
스타워즈에피소드4-새로운희망,10005,9.0,SF,조지루카스,마크해밀,조지루카스각본,0,0
인턴,118917,9.0,코미디,낸시마이어스,앤해서웨이,낸시마이어스각본,61,20
박하사탕,27219,9.0,드라마,이창동,설경구,이창동각본,45,30
변호인,101901,9.0,드라마,양우석,송강호,양우석각본,44,20
K-19위도우메이커,31906,9.0,드라마,캐서린비글로우,해리슨포드,크리스토퍼카일각본,0,0
개를훔치는완벽한방법,112040,9.0,드라마,김성호,이레,김성호각본,35,20
코알라,93749,9.0,드라마,김주환,박영서,김주환각본,100,20
사랑의선물,182699,9.0,드라마,김규민,문영동,김규민각본,35,40
수상한그녀,107924,9.0,코미디,황동혁,심은경,신동익각본,50,20
파이브피트,181912,9.0,드라마,저스틴밸도니,헤일리루리차드슨,미키도트리각본,52,20
툴리,154653,9.0,드라마,제이슨라이트맨,샤를리즈테론,디아블로코디각본,43,30
더파더,191920,9.0,드라마,플로리안젤러,안소니홉킨스,크리스토퍼햄튼각본,38,30
씨인사이드,39810,9.0,드라마,알레한드로아메나바르,하비에르바르뎀,알레한드로아메나바르각본,0,0
스타워즈에피소드6-제다이의귀환,10007,9.0,SF,리차드마퀀드,마크해밀,조지루카스각본,0,0
원스어폰어타임인아메리카,10970,9.0,액션,세르지오레오네,로버트드니로,레오나르도벤베누티각본,39,20
"안녕,나의소울메이트",156912,9.0,드라마,증국상,주동우,람윙섬각본,65,20
메리와맥스,53441,9.0,애니메이션,애덤엘리어트,토니콜렛,애덤엘리어트각본,0,0
내마음의풍금,23859,9.0,드라마,이영재,이병헌,제윤신각본,0,0
미션임파서블,17626,9.0,액션,브라이언드팔마,톰크루즈,브루스겔러각본,0,0
휘트니,174659,9.0,드라마,캐빈맥도널드,휘트니휴스턴,캐빈맥도널드각본,40,30
새미의어드벤쳐,70427,9.0,애니메이션,벤스타센,멜라니그리피스,도모닉파리각본,0,0
연애소설,34362,9.0,멜로/로맨스,이한,차태현,이한각본,0,0
내부자들,121788,8.99,범죄,우민호,이병헌,우민호각본,54,20
델마와루이스,10262,8.99,드라마,리들리스콧,수잔서랜든,캘리쿠리각본,73,20
브레이크다운,18488,8.99,액션,조나단모스토우,커트러셀,조나단모스토우각본,0,0
"조제,호랑이그리고물고기들",38464,8.99,드라마,이누도잇신,츠마부키사토시,와타나베아야각본,62,20
골!,44020,8.99,드라마,대니캐논,쿠노벡커,마이크제퍼리스각본,0,0
소스코드,82428,8.99,액션,던칸존스,제이크질렌할,벤리플리각본,0,0
다이노소어어드벤처3D,100930,8.99,애니메이션,닐나이팅게일,저스틴롱,존콜리각본,0,0
마법에걸린사랑,68563,8.99,멜로/로맨스,케빈리마,줄리앤드류스,빌켈리각본,0,0
아메리칸뷰티,26679,8.99,드라마,샘멘데스,케빈스페이시,앨런볼각본,0,0
스플릿,146512,8.99,드라마,최국희,유지태,남성호프로듀서,61,20
원스,65998,8.99,드라마,존카니,글렌핸사드,존카니각본,57,20
천녀유혼3,11572,8.99,판타지,정소동,왕조현,쓰투후이줘각본,0,0
내이야기!!,144083,8.99,멜로/로맨스,카와이하야토,스즈키료헤이,노기아키코각본,0,0
벅스라이프,19516,8.99,애니메이션,존라세터,데이브폴리,돈맥케너리각본,0,0
카우보이비밥-천국의문,32911,8.99,애니메이션,와타나베신이치로,야마데라코이치,노부모토케이코각본,0,0
명탐정코난:순흑의악몽,149049,8.99,애니메이션,시즈노코분,김선혜,아오야마고쇼원작자,38,40
더헌트,95260,8.99,드라마,토마스빈터베르그,매즈미켈슨,토마스빈터베르그각본,67,50
터미널,38835,8.98,코미디,스티븐스필버그,톰행크스,사차제바시각본,0,0
보디가드,11307,8.98,멜로/로맨스,믹잭슨,케빈코스트너,로렌스캐스단각본,40,20
극장판마법소녀마도카☆마기카[전편]시작의이야기,100022,8.98,애니메이션,신보아키유키,유우키아오이,우로부치겐각본,0,0
씽,144938,8.98,뮤지컬,가스제닝스,매튜맥커너히,가스제닝스각본,57,30
레인오버미,57997,8.98,드라마,마이크바인더,아담샌들러,마이크바인더각본,0,0
불꽃슛통키,21162,8.98,액션,최기풍,이미림,조명화각본,0,0
슈퍼배드,73339,8.98,애니메이션,피에르꼬팽,스티브카렐,켄다우리오각본,0,0
울학교이티,69917,8.98,코미디,박광춘,김수로,최진원각본,0,0
디스트릭트9,64129,8.98,SF,닐블롬캠프,샬토코플리,닐블롬캠프각본,0,0
"조제,호랑이그리고물고기들",195970,8.98,애니메이션,타무라코타로,나카가와타이시,None,50,20
극장판5등분의신부,213383,8.98,애니메이션,진보마사토,마츠오카요시츠구,None,49,20
곰돌이푸다시만나행복해,168023,8.98,모험,마크포스터,이완맥그리거,알렉스로스페리각본,47,20
이별의아침에약속의꽃을장식하자,172113,8.98,애니메이션,오카다마리,이와미마나카,오카다마리각본,56,20
번지점프를하다,30796,8.98,멜로/로맨스,김대승,이병헌,고은님각본,67,20
더리더:책읽어주는남자,45298,8.98,드라마,스티븐달드리,케이트윈슬렛,베른하르트슐링크각본,59,20
시카고,36590,8.98,뮤지컬,롭마샬,르네젤위거,빌콘돈각본,67,20
카,36799,8.98,가족,존라세터,오웬윌슨,댄포겔맨각본,0,0
암살,121048,8.98,액션,최동훈,전지현,최동훈각본,47,20
종횡사해,10877,8.97,범죄,오우삼,주윤발,오우삼각본,67,30
진링의13소녀,81890,8.97,전쟁,장이머우,크리스찬베일,류항각본,0,0
김정일리아,53945,8.97,다큐멘터리,NC헤이킨,강철환,헤이킨각본,0,0
담보,183866,8.97,드라마,강대규,성동일,손주연각본,40,20
해피피트2,77117,8.97,애니메이션,조지밀러,일라이저우드,조지밀러각본,0,0
맘마미아!2,164115,8.97,뮤지컬,올파커,아만다사이프리드,리차드커티스각본,42,20
선물,31118,8.97,멜로/로맨스,오기환,이정재,박정우각본,0,0
영웅본색2,10111,8.97,액션,오우삼,석천,오우삼각본,54,30
킹콩,38097,8.97,모험,피터잭슨,나오미왓츠,피터잭슨각본,0,0
본슈프리머시,38738,8.97,모험,폴그린그래스,맷데이먼,토니길로이각본,0,0
루키,34566,8.97,드라마,존리행콕,데니스퀘이드,마이크리치각본,0,0
죠스,10029,8.97,공포,스티븐스필버그,로이샤이더,피터벤츨리각본,0,0
남매의여름밤,189623,8.97,드라마,윤단비,최정운,윤단비각본,57,20
태양의노래,61848,8.97,드라마,코이즈미노리히로,유이,반도켄지각본,78,20
어벤져스:인피니티워,136315,8.96,액션,안소니루소,로버트다우니주니어,크리스토퍼마커스각본,51,20
불가사리,10532,8.96,코미디,론언더우드,케빈베이컨,윌슨각본,0,0
배트맨비긴즈,37439,8.96,액션,크리스토퍼놀란,크리스찬베일,크리스토퍼놀란각본,39,20
오버더레인보우,33870,8.96,멜로/로맨스,안진우,이정재,조명주각본,0,0
인어공주,37739,8.96,드라마,박흥식,전도연,송혜진각본,0,0
스노우워커,39568,8.96,모험,찰스마틴스미스,배리페퍼,찰스마틴스미스각본,0,0
황혼의사무라이,39633,8.96,액션,야마다요지,사나다히로유키,야마다요지각본,0,0
마음이...,42809,8.96,가족,박은형,유승호,신동익각본,0,0
우리학교,63445,8.96,다큐멘터리,김명준,김명준,김명준각본,0,0
오만과편견,44728,8.96,드라마,조라이트,키이라나이틀리,데보라모가치각본,0,0
5일의마중,115534,8.96,드라마,장이머우,진도명,추정지각본,41,20
그것만이내세상,158180,8.96,코미디,최성현,이병헌,최성현각본,47,20
인비저블게스트,159516,8.96,범죄,오리올파울로,마리오카사스,오리올파울로각본,52,20
미션,10086,8.96,드라마,롤랑조페,로버트드니로,로버트볼트각본,33,40
극장판포켓몬스터모두의이야기,172187,8.96,애니메이션,야지마테츠오,마츠모토리카,타카하아야각본,56,30
솔드아웃,17764,8.96,액션,브라이언레반트,아놀드슈왈제네거,랜디콘필드각본,0,0
무간도3-종극무간,37488,8.96,범죄,유위강,유덕화,맥조휘각본,0,0
엣지오브투모로우,90589,8.96,액션,더그라이만,톰크루즈,단트하퍼각본,52,20
"극장판포켓몬스터베스트위시:신의속도게노세크트,뮤츠의각성",109466,8.96,애니메이션,유야마쿠니히코,오오타니이쿠에,None,43,30
미스리틀선샤인,60530,8.96,코미디,조나단데이턴,스티브카렐,마이클안트각본,0,0
흐르는강물처럼,16792,8.96,드라마,로버트레드포드,크레이그셰퍼,리차드프리덴버그각본,50,30
스타트렉다크니스,74565,8.95,액션,J.J.에이브럼스,크리스파인,알렉스커츠만각본,0,0
분노의질주:더익스트림,140731,8.95,액션,F.게리그레이,빈디젤,크리스모건각본,54,20
벤자민버튼의시간은거꾸로간다,66091,8.95,판타지,데이빗핀처,브래드피트,에릭로스각본,59,20
나의특별한형제,175366,8.95,드라마,육상효,신하균,육상효각본,51,20
거인,117061,8.95,드라마,김태용,최우식,김태용각본,63,20
시,70562,8.95,드라마,이창동,윤정희,이창동각본,50,20
윤희에게,182387,8.95,멜로/로맨스,임대형,김희애,임대형각본,57,20
라스트모히칸,11720,8.95,전쟁,마이클만,다니엘데이루이스,존볼더스톤각본,40,20
극장판사이코패스,135806,8.95,애니메이션,시오타니나오요시,하나자와카나,우로부치겐각본,55,20
매디슨카운티의다리,17255,8.95,드라마,클린트이스트우드,메릴스트립,리처드라그라브네스각본,31,30
스파이더맨,31307,8.95,액션,샘레이미,토비맥과이어,데이빗코엡각본,0,0
파인딩포레스터,31524,8.95,드라마,구스반산트,숀코네리,마이크리치각본,0,0
극장판나루토질풍전:로드투닌자,96968,8.95,애니메이션,하야토다테,타케우치준코,미야타유카각본,0,0
주먹이운다,39399,8.95,드라마,류승완,최민식,전철홍각본,0,0
피아노의숲,68498,8.95,드라마,코지마마사유키,우에토아야,호라이류타각본,50,20
극장판소드아트온라인-오디널스케일-,159408,8.95,애니메이션,이토토모히코,마츠오카요시츠구,None,52,20
대니쉬걸,51787,8.94,드라마,톰후퍼,에디레드메인,루신다콕슨각본,63,20
스윙걸즈,39524,8.94,코미디,야구치시노부,우에노주리,야구치준코각본,0,0
원초적본능,10742,8.94,미스터리,폴버호벤,마이클더글라스,조에스터하스각본,0,0
고장난론,209496,8.94,애니메이션,사라스미스,자흐갈리피아나키스,피터베인햄각본,42,20
행복을찾아서,64354,8.94,드라마,가브리엘무치노,윌스미스,스티브콘래드각본,0,0
가부와메이이야기,57278,8.94,애니메이션,스기이기사부로,나카무라시도,기무라유이치각본,100,30
가디언즈오브갤럭시VOL.2,127398,8.94,액션,제임스건,크리스프랫,제임스건각본,51,20
분노의질주:언리미티드,74632,8.94,액션,저스틴린,빈디젤,크리스모건각본,0,0
비투스,62390,8.94,드라마,프레디M.무러,브루노강쯔,피터루이지각본,0,0
앨빈과슈퍼밴드,45130,8.94,애니메이션,팀힐,제이슨리,돈라이머각본,0,0
"나는내일,어제의너와만난다",157178,8.94,멜로/로맨스,미키타카히로,후쿠시소우타,요시다토모코각본,69,20
신세계,91031,8.94,범죄,박훈정,이정재,박훈정각본,100,20
A-특공대,50598,8.94,액션,조카나한,리암니슨,조카나한각본,0,0
키즈리턴,26537,8.94,드라마,기타노다케시,안도마사노부,기타노다케시각본,53,20
이보다더좋을순없다,18878,8.94,코미디,제임스L.브룩스,잭니콜슨,마크앤드러스각본,43,30
"그날,바다",173653,8.94,다큐멘터리,김지영,정우성,김지영각본,34,30
퍼펙트게임,76048,8.94,드라마,박희곤,조승우,박희곤각본,0,0
루이스,178214,8.94,애니메이션,울프강라우엔슈타인,캘럼말로니,울프강라우엔슈타인각본,51,30
미쓰와이프,129406,8.93,코미디,강효진,엄정화,김제영각본,54,20
파니핑크,24157,8.93,코미디,도리스도리,마리아슈라더,도리스되리각본,0,0
제8요일,17802,8.93,드라마,자코반도마엘,다니엘오떼유,자코반도마엘각본,0,0
초콜릿,31456,8.93,드라마,라세할스트롬,줄리엣비노쉬,로버트넬슨야곱각본,0,0
리틀보이,129046,8.93,드라마,알레한드로몬테베르드,제이콥살바티,알레한드로몬테베르드각본,30,40
도라에몽:스탠바이미2,200052,8.93,애니메이션,야기류이치,윤아영,야마자키다카시각본,33,30
리오,76455,8.93,애니메이션,카를로스살다나,앤해서웨이,돈라이머각본,0,0
보스베이비2,191597,8.93,애니메이션,톰맥그라스,알렉볼드윈,마이클맥컬러스각본,37,30
덤보,163787,8.93,가족,팀버튼,콜린파렐,에런크러거각본,45,30
천녀유혼2,10686,8.93,판타지,정소동,장국영,유대목각본,0,0
서치,172425,8.93,드라마,아니쉬차간티,존조,아니쉬차간티각본,56,20
하녀,23525,8.93,스릴러,김기영,김진규,김기영각본,0,0
스포트라이트,129072,8.93,드라마,토마스맥카시,마크러팔로,토마스맥카시각본,54,20
"어디갔어,버나뎃",168012,8.93,코미디,리처드링클레이터,케이트블란쳇,리처드링클레이터각본,53,30
씨민과나데르의별거,83160,8.93,드라마,아쉬가르파라디,레이라하타미,아쉬가르파라디각본,100,30
아이언맨,44885,8.93,SF,존파브로,로버트다우니주니어,호크오스트비각본,0,0
우린액션배우다,68934,8.93,다큐멘터리,정병길,권귀덕,정병길각본,0,0
비밥바룰라,151254,8.93,코미디,이성재,박인환,이성재각본,64,20
초콜렛도넛,93236,8.92,드라마,트래비스파인,알란커밍,트래비스파인각본,60,20
하이큐!!끝과시작,140803,8.92,애니메이션,미츠나카스스무,무라세아유무,None,39,10
뜨거운안녕,97652,8.92,드라마,남택수,이홍기,김은영각본,0,0
게임의법칙,17143,8.92,액션,장현수,박중훈,강제규각본,0,0
소년은울지않는다,27109,8.92,드라마,킴벌리피어스,힐러리스웽크,킴벌리피어스각본,0,0
여행자,51049,8.92,드라마,우니르콩트,김새론,우니르콩트각본,0,0
존큐,33422,8.92,드라마,닉카사베츠,덴젤워싱턴,제임스컨스각본,0,0
꼬마니콜라,72393,8.92,코미디,로랑티라르,막심고다르,알랭샤바각본,0,0
러브액츄얼리,36843,8.92,멜로/로맨스,리차드커티스,휴그랜트,리차드커티스각본,67,20
투브라더스,38907,8.92,가족,장자크아노,가이피어스,알레인고다드각본,0,0
노무현입니다,162173,8.92,다큐멘터리,이창재,노무현,양희각본,35,20
람보,10055,8.92,액션,테드코체프,실베스터스탤론,마이클코졸각본,50,20
스카페이스,10330,8.92,범죄,브라이언드팔마,알파치노,올리버스톤각본,0,0
마담프루스트의비밀정원,113170,8.92,코미디,실뱅쇼메,귀욤고익스,실뱅쇼메각본,54,20
캡틴아메리카:윈터솔져,96327,8.91,액션,조루소,크리스에반스,크리스토퍼마커스각본,57,20
얼라이드,149777,8.91,서스펜스,로버트저메키스,브래드피트,스티븐나이트각본,48,20
서편제,16906,8.91,드라마,임권택,김명곤,김명곤각색,33,20
호밀밭의반항아,142683,8.91,드라마,대니스트롱,니콜라스홀트,대니스트롱각본,41,20
소림축구,33082,8.91,코미디,주성치,주성치,주성치각본,0,0
캐리비안의해적-망자의함,43678,8.91,판타지,고어버빈스키,조니뎁,테드엘리엇각본,0,0
드래곤길들이기2,76020,8.91,애니메이션,딘데블로이스,제이바루첼,딘데블로이스각본,52,30
추억의마니,127858,8.91,애니메이션,요네바야시히로마사,타카츠키사라,니와케이코각본,53,20
기쿠지로의여름,27350,8.91,코미디,기타노다케시,기타노다케시,기타노다케시각본,55,20
디어헌터,10128,8.91,전쟁,마이클치미노,로버트드니로,데릭워쉬번각본,39,30
무서운집,126389,8.91,공포,양병간,구윤희,None,48,20
앙:단팥인생이야기,139523,8.91,드라마,가와세나오미,키키키린,가와세나오미각본,40,20
원피스필름골드,146214,8.9,애니메이션,미야모토히로아키,타나카마유미,오다에이치로원작자,50,20
볼케이노,18318,8.9,액션,믹잭슨,토미리존스,제롬암스트롱각본,0,0
내니맥피2-유모와마법소동,73018,8.9,코미디,수잔나화이트,엠마톰슨,엠마톰슨각본,0,0
다이하드4.0,40133,8.9,액션,렌와이즈먼,브루스윌리스,마크봄백각본,0,0
1917,187321,8.9,드라마,샘멘데스,조지맥케이,샘멘데스각본,48,20
부러진화살,87571,8.9,드라마,정지영,안성기,한현근각본,0,0
"다만,널사랑하고있어",64080,8.9,멜로/로맨스,신조타케히코,미야자키아오이,반도켄지각본,0,0
그날본꽃의이름을우리는아직모른다,113315,8.9,애니메이션,나가이타츠유키,이리노미유,오카다마리각본,61,20
에버애프터,19473,8.9,멜로/로맨스,앤디테넌트,드류베리모어,수잔나그랜트각본,0,0
태양아래,146488,8.9,다큐멘터리,비탈리만스키,전체관람가,비탈리만스키각본,55,20
페어리테일:봉황의무녀,94194,8.9,애니메이션,후지모리마사야,히라노아야,소고마사시각본,0,0
록키발보아,62556,8.9,액션,실베스터스탤론,실베스터스탤론,실베스터스탤론각본,0,0
좋은친구들,10640,8.9,드라마,마틴스콜세지,로버트드니로,니콜라스필레기각본,0,0
미드나잇선,143416,8.9,멜로/로맨스,스콧스피어,벨라손,에릭키르스텐각본,65,20
장수상회,120125,8.9,드라마,강제규,박근형,이상현각본,48,20
바르다가사랑한얼굴들,162854,8.9,다큐멘터리,아녜스바르다,아녜스바르다,제이알각본,41,20
극장판슈타인즈게이트:부하영역의데자뷰,107748,8.9,애니메이션,와카바야시칸지,미야노마모루,하나다쥬키각본,0,0
100일동안100가지로100퍼센트행복찾기,183377,8.9,코미디,플로리안데이비드핏츠,플로리안데이비드핏츠,플로리안데이비드핏츠각본,43,20
레이더스,10033,8.9,모험,스티븐스필버그,해리슨포드,로렌스캐스단각본,0,0
그녀를믿지마세요,37838,8.9,코미디,배형준,김하늘,최희대각본,0,0
배심원들,177483,8.9,드라마,홍승완,문소리,홍승완각본,34,20
극장판유희왕더다크사이드오브디멘션즈,150117,8.9,애니메이션,쿠와바라사토시,엄상현,타카하시카즈키원작자,54,20
엘리트스쿼드2,82323,8.9,액션,호세파딜라,와그너모라,브라울리오맨토바니각본,0,0
더데이,92038,8.89,다큐멘터리,백창주,박유천,None,0,0
굿바이레닌,37409,8.89,코미디,볼프강벡커,다니엘브륄,볼프강베커각본,0,0
해리포터와비밀의방,33930,8.89,판타지,크리스콜럼버스,다니엘래드클리프,스티브클로브스각본,0,0
U-571,29146,8.89,액션,조나단모스토우,매튜맥커너히,조나단모스토우각본,0,0
극장판파워레인저:닌자포스VS트레인포스닌자인원더랜드,146944,8.89,액션,나카자와쇼지로,니시카와슌스케,시모야마켄토각본,70,30
웰컴투동막골,39405,8.89,드라마,배종,정재영,김중각본,0,0
사랑후에남겨진것들,50785,8.89,드라마,도리스도리,엘마웨퍼,도리스되리각본,50,30
노다메칸타빌레최종악장,73075,8.89,드라마,카와무라야스히로,타마키히로시,에토린각본,0,0
48미터,93094,8.89,드라마,민백두,박효주,민백두각본,0,0
극장판도라에몽:진구와철인군단날아라천사들,76560,8.88,애니메이션,테라모토유키요,미즈타와사비,시미즈히가시각본,0,0
심연,11092,8.88,액션,제임스카메론,에드해리스,제임스카메론각본,0,0
중경삼림,17059,8.88,드라마,왕가위,임청하,왕가위각본,53,20
쉬리,19500,8.88,액션,강제규,한석규,강제규각본,0,0
스파이게임,31911,8.88,액션,토니스콧,로버트레드포드,데이비드아라타각본,0,0
헬로우고스트,75401,8.88,코미디,김영탁,차태현,김영탁각본,0,0
이퀼리브리엄,36484,8.88,액션,커트위머,크리스찬베일,커트위머각본,0,0
콜오브와일드,192147,8.88,모험,크리스샌더스,해리슨포드,마이클그린각본,35,30
트루라이즈,16516,8.88,액션,제임스캐머런,아놀드슈왈제네거,제임스카메론각본,0,0
...ing,36957,8.88,멜로/로맨스,이언희,임수정,김진각본,0,0
1급기밀,149504,8.88,드라마,홍기선,김상경,안영수각본,45,20
쉬즈더맨,45719,8.88,코미디,앤디픽맨,아만다바인즈,이완레슬리각본,0,0
엑스맨:데이즈오브퓨처패스트,99714,8.88,SF,브라이언싱어,휴잭맨,존번각본,53,20
페르디난드,160491,8.88,애니메이션,카를로스살다나,존시나,로버트베어드각본,64,30
앨빈과슈퍼밴드2,70637,8.88,애니메이션,베티토마스,제이슨리,존비티각본,0,0
와일드카드,35991,8.87,액션,김유진,정진영,이만희각본,0,0
우리는동물원을샀다,76627,8.87,가족,카메론크로우,맷데이먼,엘라인브로쉬멕켄나각본,0,0
마당을나온암탉,41585,8.87,애니메이션,오성윤,문소리,김은정각본,0,0
미이라2,31271,8.87,모험,스티븐소머즈,브렌든프레이저,스티븐소머즈각본,0,0
슈렉,31579,8.87,코미디,앤드류아담슨,마이크마이어스,테드엘리엇각본,0,0
그렇게아버지가된다,103719,8.87,드라마,고레에다히로카즈,후쿠야마마사하루,고레에다히로카즈각본,52,20
아무도모른다,38546,8.87,드라마,고레에다히로카즈,야기라유야,고레에다히로카즈각본,43,20
첫잔처럼,189259,8.87,대한민국,백승환,조달환,백승환각본,0,0
복수혈전,11354,8.87,액션,이경규,이경규,이경규각본,0,0
청원,80774,8.87,드라마,산제이릴라반살리,리틱로샨,산제이릴라반살리각본,0,0
라이프오브파이,87309,8.87,모험,이안,수라즈샤르마,데이빗매기각본,75,20
팀버튼의크리스마스악몽,14584,8.87,판타지,헨리셀릭,대니엘프만,캐롤라인톰슨각본,100,30
의형제,52548,8.87,액션,장훈,송강호,장민석각본,0,0
프렌즈:몬스터섬의비밀,88495,8.87,애니메이션,야마자키다카시,이장원,야마자키다카시각본,64,30
프라이멀피어,17800,8.87,범죄,그레고리호블릿,리차드기어,앤바이더먼각본,0,0
명탐정코난:은빛날개의마술사,38615,8.87,애니메이션,야마모토야스이치로,야마구치캇페이,코우치카즈나리각본,0,0
춘희막이,138576,8.86,다큐멘터리,박혁지,김춘희,한경수제작,49,20
해리가샐리를만났을때,10250,8.86,코미디,로브라이너,빌리크리스탈,노라에프론각본,25,10
디태치먼트,82239,8.86,드라마,토니케이,애드리안브로디,칼런드각본,63,20
댄싱퀸,83268,8.86,코미디,이석훈,황정민,이석훈각본,0,0
천사의사랑,75606,8.86,드라마,칸치쿠유리,사사키노조미,우메무라야스시제작,0,0
드리머,43609,8.86,드라마,존거틴즈,커트러셀,존거틴즈각본,0,0
바닐라스카이,31913,8.86,미스터리,카메론크로우,톰크루즈,카메론크로우각본,0,0
프라미싱영우먼,191917,8.86,범죄,에머랄드펜넬,캐리멀리건,에머랄드펜넬각본,50,20
천로역정:천국을찾아서,183836,8.86,애니메이션,로버트페르난데스,존라이스데이비스,None,36,40
비포선라이즈,17773,8.86,멜로/로맨스,리처드링클레이터,에단호크,리처드링클레이터각본,66,20
굿모닝맨하탄,98276,8.86,코미디,가우리신드,스리데비,가우리신드각본,51,20
아이언맨3,70254,8.86,SF,셰인블랙,로버트다우니주니어,셰인블랙각본,0,0
프리가이,190324,8.86,액션,숀레비,라이언레이놀즈,맷리버맨각본,44,20
맨온파이어,38574,8.86,액션,토니스콧,덴젤워싱턴,브라이언헬겔랜드각본,0,0
슈퍼노바지구탈출기,96054,8.85,애니메이션,캘런브런커,브렌든프레이저,코리에드워즈각본,55,30
델타보이즈,149479,8.85,드라마,고봉수,백승환,고봉수각본,60,20
아웃포스트,195450,8.85,전쟁,로드루리,올랜도블룸,에릭존슨각본,34,20
순정,139674,8.85,드라마,이은희,도경수,한창훈각본,39,20
일일시호일,179318,8.85,드라마,오모리타츠시,키키키린,오모리타츠시각본,38,30
트레인스포팅,17967,8.85,범죄,대니보일,이완맥그리거,존호지각본,0,0
사탄의인형,11119,8.85,공포,톰홀랜드,캐서린힉스,돈만치니각본,0,0
트랜스포머,61521,8.85,SF,마이클베이,샤이아라보프,로베르토오씨각본,100,20
쿼바디스,128212,8.85,다큐멘터리,김재환,이종윤,김재환각본,45,20
내머리속의지우개,38662,8.85,멜로/로맨스,이재한,정우성,이재한각본,73,20
각설탕,43206,8.85,드라마,이환경,임수정,이환경각본,0,0
그여자작사그남자작곡,65769,8.85,멜로/로맨스,마크로렌스,드류베리모어,마크로렌스각본,0,0
스왈로우테일버터플라이,26544,8.85,드라마,이와이슌지,미카미히로시,이와이슌지각본,0,0
짱구는못말려극장판:폭풍수면!꿈꾸는세계대돌격,149050,8.85,애니메이션,다카하시와타루,야지마아키코,게키단히토리각본,55,30
나의소녀시대,142691,8.85,멜로/로맨스,프랭키첸,송운화,증영정각본,53,20
우먼인골드,127321,8.85,드라마,사이먼커티스,헬렌미렌,알렉세이케이캠벨각본,37,20
토르:라그나로크,134898,8.84,액션,타이카와이티티,크리스헴스워스,크레이그카일각본,57,20
영화는영화다,48074,8.84,액션,장훈,소지섭,김기덕각본,0,0
초록물고기,17946,8.84,드라마,이창동,한석규,이창동각본,100,20
글러브,73477,8.84,드라마,강우석,정재영,김기범각본,0,0
예스맨,45944,8.84,코미디,페이튼리드,짐캐리,대니월리스각본,0,0
짱구는못말려극장판:초시공!태풍을부르는나의신부,75217,8.84,애니메이션,시기노아키라,야지마아키코,요코테미치코각본,0,0
리틀포레스트,154449,8.84,드라마,임순례,김태리,황성구각본,59,20
